reference_no,company_name,job_title,min_experience,avg_salary,min_salary,max_salary,num_of_jobs
3212,NTT DATA,Senior Data Engineer,2,19.9L,11.0L,28.6L,9
8450,Koch Business Solutions,Senior Data Engineer,7,29.5L,23.0L,37.0L,9
6502,PwC,Senior Data Engineer,4,17.0L,11.4L,24.0L,9
2330,McKinsey & Company,Senior Data Engineer,5,26.6L,19.0L,33.0L,8
2302,Indegene,Senior Data Engineer,3,15.7L,10.0L,18.8L,8
3901,Johnson & Johnson,Senior Data Engineer,4,16.4L,12.0L,21.0L,8
1393,Optum Global Solutions,Senior Data Engineer,7,18.5L,14.5L,23.5L,8
5905,DBS Bank,Senior Data Engineer,5,20.4L,14.0L,30.0L,8
3309,Bank of America,Senior Data Engineer,4,16.1L,13.5L,19.3L,8
3917,American Express,Senior Data Engineer,7,28.6L,22.0L,40.0L,8
5663,Nisum Technologies,Senior Data Engineer,3,20.1L,18.0L,24.0L,8
7159,Mphasis,Senior Data Engineer,5,13.8L,8.7L,20.0L,8
5587,Samsung,Senior Data Engineer,4,15.2L,10.0L,21.0L,8
7396,MakeMyTrip,Senior Data Engineer,3,26.4L,17.0L,37.0L,7
7499,Saama Technologies,Senior Data Engineer,4,16.5L,13.7L,21.2L,7
6005,TO THE NEW,Senior Data Engineer,4,18.9L,18.0L,20.0L,7
5448,PayPal,Senior Data Engineer,6,23.7L,19.0L,28.0L,7
8883,Harman Connected Services,Senior Data Engineer,5,19.8L,14.0L,32.0L,7
7936,ITC Infotech India,Senior Data Engineer,4,16.8L,10.6L,21.5L,7
7355,IQVIA,Senior Data Engineer,4,17.3L,13.0L,21.5L,7
3402,Luxoft,Senior Data Engineer,5,19.5L,15.0L,23.0L,7
6249,Paytm,Senior Data Engineer,4,25.9L,20.0L,33.0L,7
8302,Citicorp,Senior Data Engineer,4,23.1L,18.8L,28.0L,7
8836,Axa XL,Senior Data Engineer,4,7.7L,7.0L,9.2L,7
3856,TEKsystems,Senior Data Engineer,5,16.4L,10.5L,26.0L,7
5649,HSBC,Senior Data Engineer,5,16.1L,12.0L,20.0L,7
2135,AstraZeneca,Senior Data Engineer,9,14.0L,11.0L,19.0L,6
2299,BlazeClan Technologies,Senior Data Engineer,4,10.0L,7.3L,11.7L,6
7892,Data Semantics,Senior Data Engineer,7,15.4L,11.0L,17.4L,6
8906,Birlasoft,Senior Data Engineer,4,12.0L,8.8L,13.5L,6
3042,Xpo Logistics,Senior Data Engineer,6,16.3L,14.0L,18.0L,6
7012,Renault Nissan Technology & Business Centre India,Senior Data Engineer,5,8.2L,7.7L,9.1L,6
3802,DataWeave,Senior Data Engineer,3,13.5L,11.3L,16.0L,6
5650,Eli Lilly and Company,Senior Data Engineer,7,25.4L,17.4L,32.0L,6
1056,DataMetica,Senior Data Engineer,4,13.3L,7.5L,23.0L,6
1048,InfoStretch,Senior Data Engineer,4,16.8L,10.7L,23.0L,6
3863,GE Transportation,Senior Data Engineer,8,22.2L,21.0L,23.0L,6
3918,Baker Hughes,Senior Data Engineer,8,21.4L,16.0L,27.1L,6
1765,Intuit,Senior Data Engineer,8,39.0L,26.0L,47.0L,5
2816,Expedia,Senior Data Engineer,6,34.8L,30.0L,41.3L,5
6860,Yash Technologies,Senior Data Engineer,5,14.5L,10.0L,16.0L,5
2110,IHS Markit,Senior Data Engineer,6,24.0L,19.0L,27.0L,5
1264,Swiss Re,Senior Data Engineer,6,20.2L,17.0L,25.0L,5
4668,Dun & Bradstreet,Senior Data Engineer,7,18.0L,14.2L,23.0L,5
1613,Siemens Healthineers,Senior Data Engineer,4,20.0L,14.0L,24.0L,5
1188,Apar Technologies,Senior Data Engineer,8,24.5L,21.5L,28.0L,5
7288,GE Digital,Senior Data Engineer,7,16.9L,15.0L,19.9L,5
2903,Riskonnect,Senior Data Engineer,4,8.5L,7.0L,9.8L,5
3356,T-Systems,Senior Data Engineer,7,21.2L,17.5L,23.5L,5
8414,NCR Corporation,Senior Data Engineer,4,16.0L,11.3L,22.6L,5
3343,BA Continuum,Senior Data Engineer,7,19.6L,17.4L,21.0L,5
2769,Softcrylic Technology Solutions,Senior Data Engineer,4,18.6L,10.0L,29.5L,5
2156,Rakuten,Senior Data Engineer,5,23.2L,16.6L,30.9L,5
1141,Honeywell Technology Solutions,Senior Data Engineer,2,22.5L,20.1L,24.0L,5
5628,GlobalLogic,Senior Data Engineer,3,17.3L,10.4L,23.1L,5
1241,Emirates Airlines,Senior Data Engineer,6,68.3L,20.0L,94.0L,5
2007,ValueLabs,Senior Data Engineer,5,19.5L,15.0L,21.7L,5
7656,GEP Worldwide,Senior Data Engineer,4,15.5L,13.5L,17.5L,5
6282,Ameriprise Financial,Senior Data Engineer,3,11.7L,10.0L,15.0L,5
5450,Gartner India Research and Advisory Services,Senior Data Engineer,3,20.0L,16.5L,24.5L,5
5772,Information Evolution,Senior Data Engineer,3,3.4L,2.5L,4.3L,5
1207,Alliance Data,Senior Data Engineer,4,16.9L,14.5L,19.0L,5
1241,Franklin Templeton International Services,Senior Data Engineer,5,18.7L,14.2L,23.5L,5
7539,Boeing,Senior Data Engineer,7,22.2L,14.0L,27.0L,5
6365,Kloud 9,Senior Data Engineer,7,29.9L,24.0L,39.0L,5
4492,Algonomy,Senior Data Engineer,8,15.2L,13.5L,16.3L,5
3633,Tavant Technologies,Senior Data Engineer,4,13.7L,10.5L,16.5L,5
2090,Cgi Group,Senior Data Engineer,5,12.0L,6.5L,15.4L,5
6487,Societe Generale,Senior Data Engineer,7,21.9L,12.5L,34.5L,5
8400,Mr Cooper,Senior Data Engineer,4,13.8L,9.0L,17.0L,5
6787,ValueMomentum,Senior Data Engineer,4,19.4L,12.0L,27.0L,5
4075,Clairvoyant India,Senior Data Engineer,5,16.1L,12.0L,20.0L,5
3862,Mercedes-Benz Research & Development India,Senior Data Engineer,3,26.2L,11.5L,60.0L,5
8290,Knoema IT Solutions,Senior Data Engineer,4,8.9L,5.3L,13.0L,5
7450,Evalueserve,Senior Data Engineer,4,12.5L,10.4L,17.4L,5
2029,Uber,Senior Data Engineer,7,66.3L,34.5L,93.0L,5
4983,GGK Technologies,Senior Data Engineer,5,11.2L,9.0L,14.5L,5
2232,Anju Software,Senior Data Engineer,4,16.9L,6.8L,20.0L,5
2936,phData,Senior Data Engineer,4,20.0L,16.0L,25.0L,5
3616,ACS Solution,Senior Data Engineer,3,15.2L,13.8L,16.4L,5
6775,MassMutual,Senior Data Engineer,6,19.3L,18.3L,21.0L,5
7634,ConcertAI,Senior Data Engineer,5,28.2L,22.0L,32.0L,5
1776,Onepoint IT Consulting,Senior Data Engineer,4,10.3L,9.6L,10.8L,4
1784,Sapient Global Markets,Senior Data Engineer,5,19.9L,15.0L,25.0L,4
3278,Marlabs,Senior Data Engineer,2,14.2L,6.7L,20.0L,4
4124,Red Hat,Senior Data Engineer,2,18.9L,11.8L,26.0L,4
1076,EXL Service,Senior Data Engineer,3,18.7L,13.0L,23.6L,4
3422,Advance Auto Parts,Senior Data Engineer,7,25.7L,24.0L,28.9L,4
1583,Telstra,Senior Data Engineer,7,27.6L,18.0L,32.0L,4
4777,GE Power,Senior Data Engineer,8,15.4L,11.0L,22.0L,4
5784,Epsilon,Senior Data Engineer,8,23.8L,16.5L,26.8L,4
7490,Cimpress,Senior Data Engineer,4,20.5L,15.0L,23.0L,4
3262,Senvion,Senior Data Engineer,4,12.7L,9.0L,16.0L,4
4343,USEReady,Senior Data Engineer,4,14.3L,9.4L,18.4L,4
4731,Milliman,Senior Data Engineer,5,19.5L,14.1L,25.0L,4
4942,Blackhawk Network,Senior Data Engineer,5,21.8L,16.4L,25.0L,4
8937,Wabtec,Senior Data Engineer,9,20.0L,19.0L,21.0L,4
8506,KrazyBee,Senior Data Engineer,3,10.3L,8.5L,15.7L,4
3916,Roche Diagnostics,Senior Data Engineer,5,33.1L,23.5L,43.0L,4
3081,Fidelity National Information Services,Senior Data Engineer,6,20.1L,12.0L,23.8L,4
6757,XL Health,Senior Data Engineer,4,9.9L,8.5L,12.0L,4
4714,ADP Solutions,Senior Data Engineer,4,14.3L,11.6L,19.0L,4
8979,Hexaware Technologies,Senior Data Engineer,8,18.4L,13.0L,22.8L,4
3261,Citibank,Senior Data Engineer,6,18.2L,14.0L,20.0L,4
2509,Akamai Technologies,Senior Data Engineer,5,24.1L,21.8L,25.1L,4
5427,Quest Global,Senior Data Engineer,8,20.3L,17.0L,24.0L,4
8730,TCS,Machine Learning Engineer,1,5.8L,4.0L,9.3L,193
7970,Quantiphi Analytics Solutions,Machine Learning Engineer,1,11.2L,7.4L,15.0L,174
3670,Accenture,Machine Learning Engineer,2,9.9L,5.4L,15.2L,61
5039,Wipro,Machine Learning Engineer,1,5.9L,3.5L,13.0L,45
4623,Tiger Analytics,Machine Learning Engineer,0,13.6L,9.0L,22.0L,37
6359,Capgemini,Machine Learning Engineer,2,6.3L,4.5L,12.1L,29
3690,Infosys,Machine Learning Engineer,2,6.7L,4.3L,14.7L,28
5388,Cognizant,Machine Learning Engineer,1,8.0L,4.0L,15.2L,28
8641,HCL Technologies,Machine Learning Engineer,0,8.3L,4.2L,14.0L,21
7359,Tech Mahindra,Machine Learning Engineer,1,7.3L,3.9L,16.2L,20
8279,IBM,Machine Learning Engineer,3,9.3L,4.5L,13.2L,18
5845,Deloitte,Machine Learning Engineer,2,13.7L,8.3L,21.0L,14
8614,Amazon,Machine Learning Engineer,1,12.5L,4.2L,28.5L,13
5078,Qualcomm,Machine Learning Engineer,0,19.4L,12.0L,29.8L,12
1639,OptiSol Business Solutions,Machine Learning Engineer,0,5.6L,3.5L,8.5L,11
5795,Mindtree,Machine Learning Engineer,1,5.3L,3.5L,7.0L,10
2328,Virtusa Consulting Services,Machine Learning Engineer,0,5.1L,4.0L,9.0L,9
5245,Ford Motor,Machine Learning Engineer,2,11.8L,7.5L,16.0L,9
4868,Samsung Research,Machine Learning Engineer,1,17.4L,11.0L,25.0L,9
7490,DXC Technology,Machine Learning Engineer,2,7.3L,4.0L,11.0L,8
5325,UST,Machine Learning Engineer,2,6.7L,5.0L,9.0L,8
6058,Reliance jio,Machine Learning Engineer,2,9.2L,5.5L,15.0L,8
6517,Straive,Machine Learning Engineer,3,9.3L,4.5L,13.5L,8
2325,e-Zest,Machine Learning Engineer,0,4.5L,2.1L,7.0L,7
6763,Trantor,Machine Learning Engineer,1,9.4L,7.0L,16.5L,7
5830,JP Morgan Chase,Machine Learning Engineer,3,16.9L,13.0L,22.0L,7
8422,Freelancer.com,Machine Learning Engineer,0,5.1L,2.0L,8.4L,7
5862,Jio Platforms,Machine Learning Engineer,0,10.9L,6.7L,16.8L,7
3105,Monsoon CreditTech,Machine Learning Engineer,0,9.6L,7.0L,12.0L,6
3086,L&T Technology Services,Machine Learning Engineer,1,5.3L,4.4L,7.0L,6
3394,Sysark,Machine Learning Engineer,1,3.7L,3.1L,4.5L,6
7499,Lucida Technologies,Machine Learning Engineer,1,3.6L,3.3L,4.3L,6
7243,Ignitarium Technology Solutions,Machine Learning Engineer,0,5.8L,5.0L,7.0L,6
2489,Oracle,Machine Learning Engineer,1,20.7L,20.0L,22.0L,6
6012,Samsung,Machine Learning Engineer,0,16.8L,14.0L,21.5L,6
8657,Sri Ayyan Kendra Vidyalaya International School,Machine Learning Engineer,1,6.1L,2.3L,10.0L,5
6584,Reflections Info Systems,Machine Learning Engineer,1,3.6L,3.0L,4.5L,5
6406,Qualitas Technologies,Machine Learning Engineer,1,4.7L,2.8L,7.0L,5
3804,Allstate,Machine Learning Engineer,5,12.1L,11.2L,13.0L,5
1576,Barclays,Machine Learning Engineer,3,19.4L,9.0L,29.1L,5
2744,Ericsson,Machine Learning Engineer,2,11.9L,6.2L,18.5L,5
5013,Confidential,Machine Learning Engineer,1,7.4L,5.9L,9.0L,5
3456,Taglr Technologies,Machine Learning Engineer,0,6.3L,4.5L,10.0L,5
6525,Takvaviya Analytics,Machine Learning Engineer,1,4.8L,4.2L,5.3L,5
1304,AAIC Technologies,Machine Learning Engineer,0,9.1L,6.0L,14.8L,5
2171,CIMCON Software,Machine Learning Engineer,2,6.6L,3.0L,10.0L,5
6484,Siemens,Machine Learning Engineer,3,11.7L,6.0L,16.0L,5
1122,Fractal Analytics,Machine Learning Engineer,4,19.4L,15.0L,25.0L,5
6142,Metagogy Learning Systems,Machine Learning Engineer,0,3.7L,3.0L,4.2L,5
1869,EEGRAB,Machine Learning Engineer,1,5.1L,3.5L,7.2L,5
7698,Digitalmain,Machine Learning Engineer,1,4.4L,3.0L,5.8L,5
5256,Danaher,Machine Learning Engineer,6,24.8L,24.0L,26.0L,5
1064,Phenom,Machine Learning Engineer,1,12.6L,9.0L,16.0L,5
4348,Orange Business Services,Machine Learning Engineer,5,16.1L,15.0L,18.0L,4
5584,Calsoft,Machine Learning Engineer,1,10.9L,6.0L,25.0L,4
1151,Hewlett-Packard Enterprise,Machine Learning Engineer,2,23.3L,7.0L,40.0L,4
5171,Datamatics Global Services,Machine Learning Engineer,1,5.1L,3.1L,8.0L,4
4016,Techolution,Machine Learning Engineer,4,10.0L,7.0L,14.0L,4
8875,Intel,Machine Learning Engineer,1,14.4L,10.5L,16.1L,4
6274,Accenture,Data Architect,8,24.6L,15.8L,33.0L,55
6618,TCS,Data Architect,8,19.9L,13.0L,30.0L,49
2337,Fiserv,Data Architect,3,11.2L,8.4L,18.4L,47
2022,IBM,Data Architect,10,19.6L,13.5L,29.0L,44
4135,Cognizant,Data Architect,10,19.6L,15.0L,25.5L,42
3034,Wipro,Data Architect,8,20.2L,13.0L,27.5L,29
6142,Globant,Data Architect,4,21.2L,15.5L,32.0L,21
1839,Capgemini,Data Architect,10,22.6L,16.0L,32.0L,19
3084,Tech Mahindra,Data Architect,13,17.3L,11.2L,25.0L,12
8450,HCL Technologies,Data Architect,13,23.1L,16.6L,31.0L,10
8451,UST,Data Architect,9,26.8L,16.0L,45.0L,9
1314,Adobe,Data Architect,9,32.6L,30.0L,37.0L,8
2672,Cgi Group,Data Architect,8,23.9L,17.0L,30.6L,8
7853,Infosys,Data Architect,13,19.8L,11.9L,32.0L,8
1848,JP Morgan Chase,Data Architect,8,35.1L,27.0L,45.0L,8
8820,Genpact,Data Architect,7,26.1L,15.0L,37.0L,7
8211,Ernst & Young,Data Architect,8,23.5L,20.0L,27.7L,6
3608,Deloitte,Data Architect,11,27.6L,21.2L,32.3L,6
2239,PepsiCo,Data Architect,10,33.6L,26.1L,49.0L,6
3202,Anthology,Data Architect,11,25.5L,25.0L,26.3L,6
1941,DXC Technology,Data Architect,14,19.8L,15.5L,24.0L,5
4478,Atos,Data Architect,12,22.8L,17.2L,35.7L,5
8902,ValueLabs,Data Architect,9,22.5L,21.0L,26.7L,5
4813,Barclays,Data Architect,15,30.4L,30.0L,30.7L,5
2588,Ericsson,Data Architect,8,17.5L,12.8L,26.5L,5
7967,Vodafone Idea,Data Architect,10,25.8L,21.3L,30.0L,5
6303,IQVIA,Data Architect,8,28.6L,25.0L,34.0L,5
3861,Amdocs,Data Architect,5,12.5L,9.9L,16.1L,5
7616,Mindtree,Data Architect,10,20.5L,17.5L,23.0L,5
7678,Mphasis,Data Architect,13,20.9L,14.0L,32.0L,5
1377,PwC,Data Architect,8,21.6L,13.0L,32.0L,5
5109,Happiest Minds Technologies,Data Architect,12,27.6L,26.5L,29.0L,4
5994,Shell,Data Architect,14,35.7L,33.6L,38.0L,4
6714,Fidelity International,Data Architect,8,50.6L,23.4L,93.0L,4
2842,Maveric Systems,Data Architect,9,19.0L,19.0L,19.0L,4
5485,Webhelp,Data Architect,5,12.0L,7.5L,18.0L,4
3847,Bajaj Finserv,Data Architect,6,33.1L,19.0L,42.5L,4
1379,GlobalLogic,Data Architect,10,25.5L,22.7L,28.5L,4
1999,L&T Infotech,Data Architect,11,24.8L,20.5L,33.5L,4
7143,Ab Inbev,Data Architect,14,29.8L,26.1L,31.0L,4
1125,Automatic Data Processing,Data Architect,7,36.5L,14.0L,102.0L,4
5862,Brillio,Data Architect,14,28.3L,25.0L,38.0L,4
3083,Whishworks It Consulting,Data Architect,13,29.8L,20.0L,37.0L,4
1459,ITC Infotech India,Data Architect,12,29.0L,19.8L,40.0L,4
8528,IVY Comptech,Data Architect,12,21.8L,17.0L,29.0L,4
3456,Collabera Technologies,Data Architect,8,17.0L,12.0L,23.1L,4
7737,Coforge,Data Architect,7,27.1L,18.5L,39.0L,4
5920,Hitachi,Data Architect,21,40.0L,25.0L,50.0L,3
8388,GE Power,Data Architect,7,16.7L,14.9L,19.0L,3
1385,T-Systems,Data Architect,16,33.3L,33.0L,34.0L,3
